Dataset,Model_Size,Image_Name,LipMIP_Result,LipMIP_Time,LiRPA_Result,LiRPA_Time,Sampling_Time,Sampling_File_Path,ALPACA_Success,ALPACA_Endpoint,ALPACA_Notes,ALPACA_Compute_Time,Total_Pipeline_Time
MNIST,small,image_0,36.20954000109263,6.964975595474243,47.79147720336914,0.9158713817596436,6.282886266708374,./MNIST_Models/samples_MNIST_small_image_0.pt,True,37.881251150523376,Converged,10.256904363632202,16.539790630340576
MNIST,medium,image_0,47.41484767302849,250.5605320930481,619.1513061523438,0.1344239711761474,6.990744590759277,./MNIST_Models/samples_MNIST_medium_image_0.pt,True,49.61493728714868,Converged,5.095074892044067,12.085819482803345
MNIST,large,image_0,4781.83189867691,1202.4138085842133,10714.369140625,0.2107255458831787,7.186981439590454,./MNIST_Models/samples_MNIST_large_image_0.pt,False,inf,Infinite/Failed,4.222958326339722,11.409939765930176
CIFAR,small,image_0,290.1783106247848,1201.798939704895,1433.393310546875,0.1647596359252929,9.991286039352415,./CIFAR_Models/samples_CIFAR_small_image_0.pt,False,inf,Infinite/Failed,10.340779781341553,20.33206582069397
CIFAR,medium,image_0,78573.27737192203,1202.5993456840515,80150.1171875,0.203690767288208,11.65570855140686,./CIFAR_Models/samples_CIFAR_medium_image_0.pt,True,58.65240932033559,Converged,15.263099670410156,26.918808221817017
CIFAR,large,image_0,2377616.918921534,1204.718365192413,2380121.0,0.28546142578125,11.56197428703308,./CIFAR_Models/samples_CIFAR_large_image_0.pt,True,79.48256202539777,Converged,9.867446422576904,21.429420709609985
TinyImageNet,small,image_0,318.5624377159966,1205.9225804805756,1545.532470703125,0.2141408920288086,13.193949937820436,./TinyImageNet_Models/samples_TinyImageNet_small_image_0.pt,True,120.55927322203004,Converged,4.916221618652344,18.11017155647278
TinyImageNet,medium,image_0,148357.47627760438,1211.0651552677157,151814.234375,0.3815515041351318,7.348187685012817,./TinyImageNet_Models/samples_TinyImageNet_medium_image_0.pt,True,496.74679762712134,Converged,0.8849389553070068,8.233126640319824
TinyImageNet,large,image_0,4415719.845196656,1217.4348094463348,4433937.5,0.6180269718170166,11.336249828338625,./TinyImageNet_Models/samples_TinyImageNet_large_image_0.pt,False,inf,Infinite/Failed,2.578465461730957,13.914715290069582
